op,ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,u_uid,r_rid
read,1,79092,2299,119170,119171,118673,118702,160080,118704,118705,444,24
read,1,33248,32457,117961,118225,120663,119587,117906,118762,133719,445,123
read,1,39262,15951,117961,118026,118507,118890,279687,118398,118914,446,153
read,1,73756,2904,117961,118300,118631,124435,118785,118424,132673,447,113
read,1,79121,46254,118725,118300,118635,123648,311441,118398,120649,448,77
read,1,7543,58799,117961,117962,118833,125405,311834,270488,123047,449,48
read,1,33147,7284,117961,118300,118754,280788,126079,292795,120649,450,6
read,1,25874,2299,119062,119171,130859,118028,118563,117887,118373,451,154
read,1,39223,23200,119062,119091,119223,119786,157266,119788,118813,452,155
read,1,17308,50806,117961,118300,117941,117885,118260,249618,118322,453,105
read,1,28294,52072,117961,118300,119181,119743,157826,118398,120519,454,19
read,1,35790,311198,117961,118413,16232,118321,117906,290919,118322,455,76
read,1,38470,55842,117961,117984,117920,259173,133980,118424,118454,456,156
read,1,14570,72519,117961,118327,117920,133646,118477,19793,126295,457,18
read,1,35790,3766,117926,118300,117884,117885,131688,117887,117880,458,76
read,1,14570,18162,118212,118213,117884,118568,134531,19721,118570,459,18
read,1,28149,1541,118290,118291,121108,118912,118536,119221,125408,460,134
read,1,14666,51677,117961,118225,118403,117905,141966,19721,126266,461,149
read,1,74001,56654,118752,118753,118754,280788,184917,292795,119082,462,157
read,1,74754,61269,117961,117962,119223,120773,126438,118960,117880,463,1
read,1,23969,32279,117961,117936,123844,120628,311590,118504,120954,464,81
read,0,4675,70185,117961,118225,121949,118321,117906,290919,118322,465,23
read,1,6705,225257,117961,117969,124816,118422,127130,118762,126870,466,158
read,1,78591,19286,117961,118413,125857,127782,118959,290919,118196,467,13
read,1,34817,2991,117961,118076,215920,125793,152940,118453,126186,468,159
read,1,983,24728,122532,118182,118846,118811,171750,118453,118525,469,160
read,1,917,4036,117961,117976,122224,122290,128108,118131,120629,470,50
read,1,25993,123313,117961,118343,119223,123045,123331,120518,120519,471,55
read,1,14354,71566,118169,119597,118631,280788,260699,118424,120346,472,17
read,1,79092,2397,117961,118225,119223,123045,223125,118643,119365,473,24
read,1,42085,70643,117961,118225,120671,117905,126111,118870,123068,474,138
read,1,4675,89065,117961,118327,118328,120773,152788,118960,120774,475,23
read,1,79092,102574,117961,118225,119223,123045,275449,120518,120519,476,24
read,1,23969,60121,117961,118542,122273,118451,198341,119784,161101,478,81
read,1,33631,49850,117961,119063,120096,118451,132041,118704,118206,479,161
read,1,20299,46543,117961,118225,120663,128230,127024,4673,118803,480,2
read,1,1020,56029,117961,118225,118403,161098,277718,118960,120580,481,46
read,1,25993,84325,117961,118225,118367,157799,137119,120302,126748,482,55
read,1,4675,28254,117961,118300,119181,118321,117906,290919,118322,483,23
read,1,29710,28275,119170,118316,128830,118028,153802,119788,126112,484,162
read,1,25993,3116,117961,117962,125872,120952,190841,118398,117973,486,55
read,1,17183,54684,118212,118213,117945,179731,257510,118474,117973,487,33
read,0,4675,6196,117961,118300,117884,118321,117906,117887,118322,488,23
read,1,75078,1728,117961,118052,118501,120702,157826,124136,117987,489,36
read,1,23969,20968,118315,118463,123472,118278,137302,290919,125753,490,81
read,1,4675,3509,117961,118343,117912,117885,118097,117887,118055,491,23
read,1,14570,311251,118315,118316,117878,122551,194805,290919,140849,492,18
read,1,42093,311012,117961,117962,118979,128764,300044,118424,119435,493,41
read,1,27124,72322,117961,118327,118501,118777,279443,308574,118779,494,5
read,1,14666,12986,5110,118085,123125,119323,194805,308574,118687,495,149
read,1,17849,20482,117961,118300,121108,117905,117906,290919,117908,496,163
read,1,33248,2395,117890,118463,117878,117899,225335,19721,117900,497,123
read,1,20897,5196,117961,118343,118437,123045,121311,120518,120519,498,26
read,1,39333,74866,117961,118300,6725,120632,127258,118424,117973,500,75
read,1,43877,49024,91261,118026,118810,127723,252363,19793,128424,502,125
read,1,42093,3783,118212,118225,118403,117905,160106,118643,120562,503,41
read,1,3853,17600,117961,118300,120663,120773,302830,118474,118296,504,35
read,1,73815,2974,117961,118052,120347,123045,311618,120518,130481,505,164
read,1,19998,13219,117961,118327,117884,118321,117906,290919,118322,506,3
read,1,78591,58648,117902,117903,118450,128093,138060,121620,128095,507,13
read,1,16989,16907,117961,118327,118437,118536,133686,118363,123410,508,120
read,1,971,70788,117961,118300,118754,118321,117906,290919,118322,509,73
read,1,20312,225257,118887,118052,123766,120300,135815,290919,126186,511,166
read,1,18418,132887,117961,117962,118352,120702,240983,290919,118322,512,34
read,1,28403,19673,117961,118386,117878,117879,121313,118638,119998,513,167
read,1,38972,87,117876,117954,117878,117899,125793,19793,147124,514,68
read,1,20274,2378,147236,118007,124449,216825,169986,118453,120613,515,168
read,1,25993,2858,118219,118220,117878,117899,117897,19721,117900,517,55
read,1,14854,14861,117961,117962,120620,117905,117906,290919,118322,518,140
read,1,18418,7703,117961,118300,119181,118636,240983,290919,118786,519,34
read,1,34832,30488,117961,118386,123472,118685,240983,308574,118687,521,4
read,1,36480,10390,117961,117962,119223,120516,223125,120518,123047,524,89
read,1,20299,100922,117961,118300,130192,128230,208526,118424,118914,525,2
read,1,278393,52872,117961,118300,119181,118422,254394,118424,118399,526,7
read,1,35376,123,117961,118300,118810,118321,117906,290919,117908,527,72
read,1,32270,71912,117961,126975,118008,117885,127525,117887,117888,528,8
read,1,20299,32242,117961,118300,118783,118321,117906,290919,118322,529,2
read,1,13878,14716,117961,118300,120171,118054,238503,117887,118055,530,20
read,1,75901,62490,117961,118300,6104,119004,153894,118762,122069,531,10
read,1,74754,5225,117961,117962,118623,119192,117906,290919,123672,533,1
read,1,14570,129913,91261,118026,117884,118321,139782,249618,118322,534,18
read,1,38860,15384,118752,119070,118631,280788,127922,118638,120058,535,170
read,1,13878,4267,117961,117962,128516,126538,230830,290919,119951,536,20
read,1,42093,6982,117961,118300,118631,131997,163031,118331,121017,537,41
read,1,79092,20981,117961,118225,122938,118702,120314,118704,121070,538,24
read,1,33147,15651,117961,118300,121216,179731,160460,117887,118425,540,6
read,1,37942,44634,118000,117923,117884,117885,260490,117887,117880,541,171
read,1,14666,123605,117961,118386,124266,118536,126548,290919,118813,542,149
read,0,23969,31093,118212,118225,120663,117905,127602,118643,122062,543,81
read,1,42031,16907,117961,118225,123472,122551,121873,290919,134657,544,15
read,1,42085,3285,117961,118225,121667,128230,117906,4673,119589,545,138
read,1,79092,8480,117961,118446,120317,118054,118448,118331,118322,546,24
read,1,971,4341,117961,118300,119181,118054,240983,290919,120285,547,73
read,1,79092,20968,117961,118300,118008,123045,127423,117887,118055,548,24
read,1,74310,4139,117902,117903,120685,117885,123688,117887,117888,549,172
read,1,3853,2270,117961,118225,118635,124419,229576,118424,120791,550,35
read,1,77214,1728,119170,119171,6725,311867,128747,308574,117880,551,165
read,1,7678,53300,117961,118327,123472,118784,240983,290919,118786,552,173
read,1,3853,16063,117961,118300,120126,117905,117906,290919,117908,553,35
read,1,44722,46549,117961,118225,119890,119782,135018,118762,119079,554,141
read,1,25993,22945,118212,118213,127522,117905,277716,118870,117908,556,55
read,1,31232,2149,117961,118300,19772,118636,271334,124136,118914,557,174
read,1,23969,92291,117961,118463,118522,118278,153037,290919,118322,558,81
read,1,81044,7011,117961,117962,120096,118321,240983,290919,118322,559,49
read,1,8504,17628,119170,119256,128830,118054,220988,119788,153959,560,175
read,1,20292,4398,117961,118413,118754,138019,136703,290919,118322,561,66
read,1,28294,41537,118752,118300,118754,273308,118959,118424,118807,563,19
read,1,42093,15611,118212,118225,120663,117905,240983,118398,117908,564,41
read,1,14666,3499,119920,118213,117920,121067,131302,19721,117973,565,149
read,1,20292,4449,117961,118052,118631,118321,117906,290919,118322,566,66
read,1,23969,23755,118349,117954,117878,117899,131097,308574,147124,567,81
read,1,4675,23255,91261,118026,119507,118321,245229,119006,118322,568,23
read,1,17183,53325,118212,118213,117878,179731,119192,118474,126933,569,33
read,1,1020,8234,119280,118052,121747,266862,232825,118467,119851,570,46
read,1,28149,3692,118212,117903,118889,128093,118536,118295,125408,571,134
read,1,81468,69736,119170,119171,118631,118792,123751,118295,123672,572,177
read,1,42093,60181,118212,118213,120356,117905,240983,4673,117908,573,41
read,1,35320,46476,118216,118220,124948,118451,123137,119184,137970,574,178
read,1,39333,33266,117961,118300,119181,118321,118448,290919,118322,575,75
read,1,39333,2003,117961,118300,119181,118636,309858,6725,120315,576,75
read,1,38972,53319,118315,118463,118810,118321,121873,290919,118322,577,68
read,1,80679,2149,117961,117962,120368,125171,166215,290919,126140,578,179
read,1,36480,3509,117961,118343,120722,118043,144259,118295,118046,579,89
read,1,90528,151283,117961,118446,118437,121469,155696,290919,121621,580,180
read,1,38972,60139,118315,118463,118317,134067,291988,19793,247660,581,68
read,1,20364,46560,117961,118300,118631,118826,117906,290919,118322,582,181
read,1,23969,53367,117978,118052,125316,307024,119727,118131,118525,583,81
read,1,19310,2661,117961,118343,118660,118293,231345,4673,117908,584,51
read,1,80501,6926,117961,118300,118437,118321,117906,290919,133308,585,97
read,1,20299,80280,117961,117962,118514,123737,117906,292795,131851,586,2
read,1,14570,46614,117961,118052,117941,118321,118448,290919,118322,587,18
read,1,42093,7460,117961,118225,120671,117905,251257,118205,174393,588,41
read,1,15716,4498,117961,118386,125016,121015,160106,118643,162862,589,126
read,1,31825,47641,117961,117962,215920,117905,155161,290919,128353,590,16
read,1,28572,50473,117961,118178,127705,120952,126514,19793,122062,591,182
read,1,23969,21163,117961,118327,123472,125798,121873,19793,124924,592,81
read,0,4675,110319,118315,118316,117941,117879,118477,19721,117880,593,23
read,1,79092,15214,117961,117962,119223,120516,185973,118704,120519,594,24
read,1,42031,5741,117961,118052,240766,124313,133980,117887,120791,595,15
read,1,75078,49024,118315,118316,118522,118129,121873,290919,120634,596,36
read,0,4675,54268,117961,118446,117884,118321,117906,249618,118322,597,23
read,0,4675,57226,117961,118300,118783,118321,117906,290919,118322,598,23
read,1,40867,75416,117961,118225,120671,134655,161852,119095,132739,599,43
read,1,25274,28267,117961,118300,120663,120516,120721,120518,120519,600,183
read,1,36480,53325,117961,118542,118042,118043,223125,270488,118046,601,89
read,1,3853,72580,117961,118225,119279,119093,142386,121069,117908,602,35
read,1,39262,58834,117961,118225,118706,127108,240983,118331,127702,603,153
read,1,1020,58503,117961,118327,117970,117905,240983,290919,117908,604,46
read,1,18072,5659,118212,118213,118471,117905,117906,290919,117908,605,152
read,1,37651,87226,117961,118225,119924,120516,131844,120518,120519,606,61
read,1,42085,11130,117961,118225,118403,125793,241239,118474,122131,607,138
read,1,42093,28008,117961,118300,118631,118826,118785,290919,132673,609,41
read,1,30865,5018,118990,121013,121645,128764,274278,118453,184276,610,185
read,1,4675,4713,117961,118300,124051,118321,118448,290919,118322,611,23
read,1,36480,16802,117961,118225,118042,118043,310016,270488,118046,612,89
read,1,38972,49024,118315,118463,117878,118278,170012,290919,126295,613,68
read,1,78591,5535,117961,117962,118352,119949,183899,121620,123617,615,13
read,1,40867,28330,117961,118225,124449,119004,152269,118638,117908,616,43
read,1,4675,7732,118315,118463,118522,123191,117906,124487,127848,617,23
read,1,42093,54865,117961,117962,184402,117905,125206,290919,119365,618,41
read,1,31352,5196,117961,118225,131159,118502,118557,118960,119096,620,186
read,1,73996,46149,118084,118178,118360,119849,137493,19721,117948,621,187
read,1,42031,23228,118315,118257,117878,117899,311236,19721,133308,622,15
read,1,1020,27857,117961,118225,118911,123045,133779,19721,117880,623,46
read,1,79092,28522,118212,117903,118403,117879,267189,19721,117908,624,24
read,1,40867,22832,117961,118225,118409,117905,283548,290919,117908,625,43
read,1,39333,27890,117961,118300,119181,118321,117906,290919,118322,626,75
read,1,37651,56770,5110,117903,118507,118863,136239,118398,118865,627,61
read,1,35498,49975,117961,118300,120059,118422,239652,118424,118399,628,45
read,1,44722,18686,117961,118225,118403,117905,117906,4673,117908,629,141
read,1,5173,110041,117961,118225,118403,119093,223734,122032,118705,630,14
read,1,17308,52329,91261,118463,117878,125798,121365,290919,118279,631,105
read,1,25274,7344,117961,118225,120663,120516,310016,120518,120519,632,183
read,1,80151,58721,117961,118300,119181,140847,237832,290919,118322,633,188
read,1,32270,5202,117961,118225,143531,120516,244844,120518,118843,634,8
read,1,14354,26824,118315,118300,117941,117885,279013,117887,117888,635,17
read,1,79299,2270,117961,118300,119987,118259,240983,290919,118322,636,189
read,1,38972,17212,118315,118463,123472,124537,121873,290919,124539,637,68
read,1,33054,41531,118212,118213,120368,117905,240983,118638,117908,638,190
read,1,45444,18085,117961,118225,117884,118321,118448,3130,118322,639,69
read,1,20299,27862,117961,118225,118437,124246,119193,121069,117908,640,2
read,1,84031,4264,118349,118386,118344,118278,271334,308574,117973,641,191
read,1,20299,13864,117961,118225,119181,118321,118448,290919,118322,642,2
read,1,42093,54268,117961,118300,119598,117905,293990,118424,117908,643,41
read,1,36480,2014,117961,118327,120663,126085,223125,120518,120519,644,89
read,1,37734,98198,117961,118343,118437,118536,139250,118363,119435,645,192
read,1,78101,27451,118887,118291,126229,119065,212510,118474,126112,647,193
read,1,73815,46551,117961,118225,118881,121915,132715,118960,117880,648,164
read,1,14570,59228,117961,118300,117884,118321,240983,290919,118322,649,18
read,1,13878,4398,117902,117903,119984,120990,159733,19721,117880,650,20
read,1,26328,2299,119170,119171,118979,119077,123784,117887,122131,651,194
read,1,38972,6874,117961,118225,123472,118278,260490,290919,118322,652,68
read,1,27356,18686,117961,118343,120671,117905,117906,118424,117908,653,103
read,1,14570,53297,117961,118300,118783,118321,117906,290919,118322,654,18
read,1,39883,241233,117961,118343,168533,126931,128796,290919,117908,656,87
read,1,25270,46149,117961,117962,121668,119849,124400,290919,118322,657,195
read,1,36480,3509,117961,118327,118042,118043,121445,270488,120519,658,89
read,1,80685,1755,133430,118446,122273,127782,267006,19793,117880,659,196
read,1,42093,14840,117961,118225,118910,117885,150075,117887,117888,660,41
read,1,80830,40932,117961,118413,119824,162860,141712,290919,127702,661,197
read,1,3264,121219,117961,118225,118635,128230,121556,118474,119139,662,112
read,1,17183,70169,117961,118225,121589,118502,230830,121069,209875,664,33
read,1,75901,31655,117961,118300,123901,118784,118448,290919,118322,665,10
read,1,45444,23255,117961,118300,119181,180927,240983,118398,120649,666,69
read,1,27356,5063,117916,117976,127705,118805,141712,3130,127725,667,103
read,1,15716,33313,117961,118327,123125,118685,240983,308574,117908,668,126
read,1,34950,100922,117961,117969,123472,119997,155173,290919,118322,669,31
read,1,1020,50319,117961,118225,125004,118451,240983,118762,126080,670,46
read,1,73756,6798,117961,118300,119181,118826,156794,118398,118399,671,113
read,1,6725,16802,117961,118085,119181,117885,254394,19721,118644,672,40
read,1,25278,56565,117961,118491,123614,120702,146516,19721,208567,673,199
read,1,33054,23228,118256,118257,117920,179731,165794,290919,136061,674,190
read,1,74754,3240,117961,117962,118352,123067,248831,254395,121471,675,1
read,1,4675,35693,117961,118300,117884,118321,117906,290919,118322,676,23
read,1,23969,82563,117961,118225,118403,117905,126373,290919,117908,677,81
read,1,6977,17628,117961,118225,120677,117885,117897,117887,117888,678,30
read,1,1020,1605,117961,118052,121883,118321,240983,290919,118322,679,46
read,1,6977,20462,118212,118213,118660,117905,290535,118424,124002,680,30
read,1,23969,8128,5110,117954,117878,117899,147502,19721,126295,681,81
read,1,4675,5228,117961,118300,123472,124134,240983,290919,118279,682,23
read,1,4675,70551,117961,118343,119796,123045,301534,118331,118332,683,23
read,1,38972,82800,117961,118300,123472,120033,150138,19793,121471,684,68
read,1,75834,82362,117961,118300,117895,122290,273828,118398,158291,685,22
read,1,78591,24017,117961,117962,118352,118321,240983,290919,118322,686,13
read,1,16989,125444,117961,118327,123125,120990,311792,308574,126295,687,120
read,1,15716,94919,117961,117962,120347,124305,117897,19721,118676,688,126
read,1,42093,12732,117961,118386,118522,118536,162960,124487,119887,689,41
read,1,23921,4743,117961,118413,122007,118321,240983,290919,118322,690,32
read,1,15716,17973,117961,118213,121668,117905,240983,290919,117908,691,126
read,1,1151,241233,117961,117962,117878,120621,310732,118424,128353,692,54
read,1,20897,12696,117961,118225,120312,120516,223125,120518,120519,693,26
read,1,79092,26824,117961,118343,118514,117905,117906,290919,117908,694,24
read,1,278393,2610,117961,118225,118701,188046,226262,118398,118399,695,7
read,1,4675,55662,117961,118316,117941,118321,117906,290919,118322,696,23
read,1,100968,71386,117961,117969,122392,153893,259512,118467,139967,697,200
read,1,42093,50598,117961,118225,120671,117905,240983,118205,117908,698,41
read,1,80968,34826,119170,119171,123173,184274,150810,118205,150076,699,201
read,1,29304,23255,117961,118225,123472,153893,121873,308574,120649,701,59
read,1,13878,63542,117961,118413,118352,120690,240983,290919,122552,702,20
read,1,39333,2556,117961,118300,119181,118321,117906,290919,118322,703,75
read,1,18913,53094,117961,118300,6725,118321,117906,290919,118322,704,203
read,1,73756,21655,117961,118300,120823,118784,117906,290919,118786,705,113
read,1,20299,69206,117961,118225,119262,117905,117906,4673,117908,706,2
read,1,4675,5238,118212,118213,117945,128093,135255,118474,118030,707,23
read,1,39333,17951,117961,118300,118008,118568,133484,117887,132585,708,75
read,1,20897,4008,117961,118225,6725,119743,118842,118331,120519,709,26
read,1,35793,2109,118219,118220,118008,117899,117897,19721,117900,710,147
read,1,14354,310646,118315,117954,122672,122551,311792,19721,118676,711,17
read,1,1020,2363,117961,118343,119598,117905,240983,290919,117908,712,46
read,1,28149,3692,118212,118213,120142,118274,118536,118704,125408,713,134
read,1,4675,124006,117961,118327,121458,121594,183817,118453,119785,714,23
read,1,77178,27432,117961,118026,118810,118321,139355,290919,118322,715,63
read,1,20897,53519,117961,118225,121363,119093,164160,119095,122850,716,26
read,1,3853,6358,117961,118327,119796,212192,118097,19721,118055,717,35
read,1,35790,52127,117961,118225,120535,117905,240983,118960,117908,720,76
read,1,35790,19286,117961,117962,118514,118259,223110,290919,118322,721,76
read,1,34924,8261,117961,118225,118684,152308,232258,117887,119096,722,29
read,1,14570,58454,118219,118220,117878,117899,117897,19721,117900,724,18
read,1,20299,3709,216705,118026,118008,118321,117906,290919,118322,725,2
read,1,38972,24017,118315,118386,118360,118129,121873,119184,119194,726,68
read,1,14570,12914,117961,118052,119214,118321,117906,290919,118322,727,18
read,1,42093,41560,117961,118225,118403,117905,117906,290919,117908,728,41
read,1,87071,37849,119170,119171,121694,118777,149098,308574,118486,730,205
read,1,1020,87900,118212,118213,117884,118568,240983,19721,118570,731,46
read,1,78982,7001,118990,118178,119195,118636,180121,118704,126685,732,206
read,1,79092,17104,117961,118225,145774,118702,130360,118704,121070,733,24
read,1,27124,2270,117961,118327,118501,118777,279443,308574,118779,735,5
read,1,1020,188066,117961,118446,117912,117885,117906,121069,117908,736,46
read,1,75834,57625,117961,118300,117884,118321,117906,290919,118322,738,22
read,1,32270,8365,117961,118225,122070,117905,117906,290919,117908,740,8
read,1,1020,2911,117902,117903,6725,117905,117906,290919,117908,741,46
read,1,6094,15504,117961,118300,121645,135740,233010,19721,120814,742,209
read,1,38860,5196,118212,118257,119136,120952,150283,118474,118276,744,170
read,1,72139,2803,118090,119171,123757,235351,125889,119788,129231,745,210
read,1,75078,71258,117961,118052,118328,117879,118448,249618,117880,746,36
read,1,34635,26321,117887,118574,120370,280788,123536,292795,119851,747,211
read,0,20299,23238,117961,118225,120685,120591,117906,4673,121596,748,2
read,0,75834,50610,117961,118052,117941,118568,117906,290919,118322,749,22
read,1,3853,27373,117961,118446,118635,119928,117906,119695,117908,751,35
read,1,45444,81903,118212,118115,117945,259173,190710,118453,119082,752,69
read,1,39333,100922,117961,118300,118631,126820,130382,290919,118322,753,75
read,1,14570,79113,117961,118343,117884,118321,117906,290919,118322,754,18
read,1,23096,18686,119596,119597,118660,118702,295877,118704,118705,755,27
read,1,1151,12919,117961,117962,119734,134095,178688,290919,133648,756,54
read,1,1151,82362,117961,118300,118631,124435,172360,118424,118570,757,54
read,1,40229,2803,119170,119171,118360,121594,150275,118131,132585,758,212
read,1,23921,7253,117961,117962,118352,118863,141959,290919,117908,759,32
read,1,20299,168,117961,117962,121883,122060,125047,124136,122552,760,2
read,1,14570,29763,117961,117954,123125,118674,222050,308574,118779,761,18
read,1,17183,33,118212,118213,119136,179731,117913,118474,117973,762,33
read,1,23969,34370,117961,118463,123472,123082,159733,19793,163313,763,81
read,1,35199,123310,117961,118178,118320,120033,143820,121916,149339,764,213
read,1,32270,71235,117961,118300,120671,122188,240983,290919,118461,765,8
read,1,38949,16973,117961,118052,122215,123670,124222,19721,119411,767,215
read,1,20279,3768,117961,118225,120663,120516,223125,120518,118332,768,95
read,1,4675,56227,117961,118300,118783,118321,117906,290919,118322,769,23
read,1,39262,131280,117961,118225,141383,118834,119621,118424,130858,770,153
read,1,79885,15409,117961,118052,118344,118321,160290,19793,126266,771,216
read,1,17183,25262,118212,118213,120823,118890,125794,118453,118030,772,33
read,1,57598,21280,119170,119171,118631,117985,131356,118424,118319,773,217
read,1,45444,50616,117961,118327,123757,118674,130382,270488,118322,774,69
read,1,75834,58554,117961,118225,118403,128230,234773,118960,119951,775,22
read,1,278393,2037,117961,118343,118910,120357,254718,118424,124137,778,7
read,1,40867,4815,117961,118225,120671,117905,137078,290919,117908,779,43
read,1,79121,94884,117961,118300,118631,120632,118785,118398,120649,780,77
read,1,75901,5926,117961,118300,119181,120632,240983,6725,123047,781,10
read,1,6977,77306,117961,118225,120054,118702,137802,118704,118705,782,30
read,1,42093,46299,117961,118225,120535,117905,240983,4673,122275,783,41
read,1,54253,15621,118541,118257,120368,120313,118557,119772,119222,785,219
read,1,14354,83560,117961,118446,275600,118259,132642,117887,120692,786,17
read,1,33248,13840,117961,118327,123472,118278,146287,290919,147124,787,123
read,1,972,3692,118212,118291,117941,118274,118536,118704,118705,788,220
read,0,42093,120806,117961,118343,132530,117905,117906,290919,117908,789,41
read,1,27724,2299,117978,119171,118535,119899,245058,119788,124146,790,221
read,1,27124,27219,117961,118225,118437,118777,279443,308574,118779,791,5
read,1,31825,13874,117961,117962,119598,126547,240983,290919,192869,792,16
read,1,42093,46734,117961,118300,119181,127847,240983,290919,118322,793,41
read,1,17183,2397,117961,118225,120663,139965,292546,119095,136117,796,33
read,1,1020,85552,117961,118343,119598,120313,141929,118347,118132,797,46
read,1,23921,46254,117961,117969,117878,118958,123030,249618,131851,798,32
read,1,13878,2109,118219,118220,117941,118568,117897,19721,118570,799,20
read,1,4675,53242,117961,118300,118202,118321,117906,290919,118322,800,23
read,1,34924,17688,117951,118343,118450,122345,126548,117887,117973,801,29
read,1,27356,50613,117961,118300,117895,118890,189352,117887,118982,802,103
read,0,42093,27432,117961,118225,120535,117905,127240,290919,117908,805,41
read,1,20897,119350,117961,118225,120764,123045,129731,118331,120519,807,26
read,1,75901,75693,117961,118300,119181,118980,301534,118424,118982,808,10
read,1,79092,50642,118541,119763,120526,120132,120517,118131,117973,809,24
read,1,20292,50280,117961,118300,117884,118321,117906,290919,118322,810,66
read,1,42093,28225,117961,118343,119598,119433,117906,118424,119435,811,41
read,1,5173,52458,117961,118225,120663,117905,117906,290919,117908,812,14
read,1,73144,82362,118752,118300,118631,118636,240983,290919,118786,813,52
read,1,79092,20482,117961,118225,119796,120516,244844,120518,120519,814,24
read,1,27124,2270,117961,118327,118501,118777,279443,308574,118779,735,5
read,1,28149,17713,118290,118291,117945,122067,118536,118424,118425,816,134
read,0,20299,78428,117961,118052,16232,118321,117906,290919,118322,817,2
read,1,4675,70185,117961,117962,118522,118321,117906,118762,118322,818,23
read,1,33642,2858,118219,118220,117878,117899,117897,19721,117900,517,222
read,1,31352,25243,117961,118225,120574,121594,128848,4673,119745,819,186
read,1,73815,16802,117961,118343,19772,120516,223125,120518,118332,821,164
read,1,33054,79195,117961,118225,118635,124537,133833,119695,117908,822,190
read,1,39883,70062,117961,117962,118514,119743,151426,290919,118475,823,87
read,1,3130,20083,117961,118343,118437,123045,223125,118704,119929,824,137
read,1,20292,69231,117961,118300,118783,118321,240983,290919,118322,825,66
read,1,75078,8516,117961,118386,118522,119529,162861,118736,118539,826,36
read,1,23921,27036,117961,118327,118754,123045,185973,270488,120774,827,32
read,1,4675,108550,117961,118300,117884,118321,135741,290919,118322,828,23
read,1,31225,16922,119170,119171,127849,118777,120721,308574,119365,829,224
read,1,23969,6751,117961,118327,117920,118568,164591,308574,118687,830,81
read,1,31839,55268,133430,119403,142145,117905,123286,118704,118454,831,225
read,1,17183,15572,117961,118225,119781,118207,117906,121069,117908,832,33
read,1,80968,50117,119062,119171,119214,129229,118044,119788,118049,833,201
read,1,25993,55677,117961,118300,119181,118321,117906,290919,120285,834,55
read,1,35793,17973,117961,118343,120368,117905,117906,290919,117908,835,147
read,1,42093,65734,118212,118225,118507,134655,117906,117887,118892,836,41
read,1,42093,13828,118212,118213,118746,117905,117906,290919,117908,837,41
read,1,3130,20827,118315,117891,117878,273308,121873,290919,117973,838,137
read,1,39264,468,117961,118170,118518,120516,306530,270488,120099,839,226
read,1,3264,79093,117961,118300,124656,188046,117906,118474,117908,840,112
read,1,20299,50321,117961,118225,120663,122849,127475,118960,121596,841,2
read,1,74411,20380,118138,118178,120317,118674,271334,118453,132673,842,227
read,1,278393,13543,117961,118225,120663,118702,281389,118424,121395,843,7
read,1,4675,17951,91261,118026,121589,118321,117906,290919,118322,844,23
read,1,75901,2610,117961,118225,120551,118568,240983,121916,122131,845,10
read,1,41758,53319,117961,118300,119181,118278,220778,290919,118322,846,37
read,1,73756,311438,117961,118300,118970,122060,217580,118398,123180,847,113
read,1,17308,50195,118602,118121,117941,118568,117886,19721,117880,848,105
read,1,78591,5127,117961,117962,118514,118321,240983,290919,118322,849,13
read,1,75834,55038,117961,118225,143531,123082,180025,118762,123612,851,22
read,1,23921,4110,117961,118327,118344,212192,118250,270488,123047,852,32
read,1,1020,92453,118212,118213,120574,119962,149187,4673,119964,853,46
read,1,3853,50195,117961,120141,123195,280788,140711,292795,208567,855,35
read,1,24016,4962,119301,118574,119121,280788,198341,119221,121917,856,109
read,1,28149,1541,118290,118213,131868,118980,118536,118424,118982,857,134
read,1,32270,4743,117961,118300,118229,118321,290919,290919,118322,858,8
read,1,6977,20885,117961,118225,120323,117905,240983,290919,159789,859,30
read,1,42085,99960,118212,118225,120671,117905,240983,118453,117908,860,138
read,1,917,13179,117961,118300,119181,118321,186550,290919,118322,861,50
read,1,17183,56597,117961,118225,117970,307024,118017,117887,117908,862,33
read,1,32642,17973,118169,119256,123072,123670,126238,118424,118454,863,228
read,1,17183,5110,118212,118213,117878,118747,117913,118474,117888,864,33
read,1,42093,47641,117961,118300,119181,118826,215738,118398,118807,865,41
read,1,4675,74076,118219,118220,117878,117899,117899,19721,117900,866,23
read,1,35790,2078,117961,118300,119181,118568,131694,19721,118570,867,76
read,1,20279,21623,117961,118225,119223,120516,127527,120518,123047,868,95
read,1,5173,94701,117961,118225,124656,174391,117906,118424,117908,869,14
read,1,39588,50597,117961,120216,171098,124134,231633,290919,118319,870,229
read,1,27124,16907,130684,118413,118501,118777,279443,308574,118779,871,5
read,1,80755,23200,119170,119171,118673,122297,220988,118424,119365,872,79
read,1,1020,46609,117961,118225,120535,117905,117906,290919,117908,873,46
read,1,35498,2074,117961,118300,122012,120647,190841,118398,120649,874,45
read,1,24016,12757,117961,117944,119195,117905,160991,292795,119851,875,109
read,1,7543,5110,117961,118052,118437,123045,129731,120518,120519,876,48
read,1,36480,15012,11146,126919,118042,118043,223125,270488,118046,877,89
read,1,79092,142801,117961,118343,121589,118361,118842,120518,120519,878,24
read,1,27416,12259,117961,118327,123472,118321,117906,290919,118322,879,0
